"timeStamp","plate","description","created","totalDue","paid","scannedTime"
"Tue Feb 12 2019 08:56:23 GMT-0400 (Venezuela Time)","PDG1079","","Tue Feb 12 2019 08:56:23 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:00:23 GMT-0400 (Venezuela Time)","PCD1364","","Tue Feb 12 2019 09:00:23 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:00:53 GMT-0400 (Venezuela Time)","PDJ2523","","Tue Feb 12 2019 09:00:53 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:04:46 GMT-0400 (Venezuela Time)","PCZ4607","","Tue Feb 12 2019 09:04:46 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:05:14 GMT-0400 (Venezuela Time)","PBK6483","","Tue Feb 12 2019 09:05:14 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:06:02 GMT-0400 (Venezuela Time)","PDG3589","","Tue Feb 12 2019 09:06:02 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:06:22 GMT-0400 (Venezuela Time)","PCM2620","","Tue Feb 12 2019 09:06:22 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:07:17 GMT-0400 (Venezuela Time)","PCR20","","Tue Feb 12 2019 09:07:17 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:07:48 GMT-0400 (Venezuela Time)","HAD90","","Tue Feb 12 2019 09:07:48 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:08:05 GMT-0400 (Venezuela Time)","PDH9446","","Tue Feb 12 2019 09:08:05 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:12:26 GMT-0400 (Venezuela Time)","PBK8258","","Tue Feb 12 2019 09:12:26 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:12:44 GMT-0400 (Venezuela Time)","HDJ3068","","Tue Feb 12 2019 09:12:44 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:13:12 GMT-0400 (Venezuela Time)","PCE8789","","Tue Feb 12 2019 09:13:12 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:19:28 GMT-0400 (Venezuela Time)","PCS2142","","Tue Feb 12 2019 09:19:28 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:22:21 GMT-0400 (Venezuela Time)","PCU2261","","Tue Feb 12 2019 09:22:21 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:22:34 GMT-0400 (Venezuela Time)","PCR5154","","Tue Feb 12 2019 09:22:34 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:24:27 GMT-0400 (Venezuela Time)","TDS9103","","Tue Feb 12 2019 09:24:27 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:27:15 GMT-0400 (Venezuela Time)","TCS8268","","Tue Feb 12 2019 09:27:15 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:29:59 GMT-0400 (Venezuela Time)","PCK9550","","Tue Feb 12 2019 09:29:59 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:30:17 GMT-0400 (Venezuela Time)","PCP6740","","Tue Feb 12 2019 09:30:17 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:30:31 GMT-0400 (Venezuela Time)","PDA9212","","Tue Feb 12 2019 09:30:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:33:12 GMT-0400 (Venezuela Time)","PBG5578","","Tue Feb 12 2019 09:33:12 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:33:34 GMT-0400 (Venezuela Time)","PDM9886","","Tue Feb 12 2019 09:33:34 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:35:43 GMT-0400 (Venezuela Time)","PCH379","","Tue Feb 12 2019 09:35:43 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:36:31 GMT-0400 (Venezuela Time)","PDT294","","Tue Feb 12 2019 09:36:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:37:08 GMT-0400 (Venezuela Time)","PDD4544","","Tue Feb 12 2019 09:37:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:43:43 GMT-0400 (Venezuela Time)","PDE1050","","Tue Feb 12 2019 09:43:43 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:44:51 GMT-0400 (Venezuela Time)","PCF6110","","Tue Feb 12 2019 09:44:51 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:45:08 GMT-0400 (Venezuela Time)","PDL993","","Tue Feb 12 2019 09:45:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:45:25 GMT-0400 (Venezuela Time)","HAY2802","","Tue Feb 12 2019 09:45:25 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:45:46 GMT-0400 (Venezuela Time)","PDS6752","","Tue Feb 12 2019 09:45:46 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:47:27 GMT-0400 (Venezuela Time)","TAY8950","","Tue Feb 12 2019 09:47:27 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:48:03 GMT-0400 (Venezuela Time)","TBC3152","","Tue Feb 12 2019 09:48:03 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:48:29 GMT-0400 (Venezuela Time)","PDR1009","","Tue Feb 12 2019 09:48:29 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:50:08 GMT-0400 (Venezuela Time)","PDT9743","","Tue Feb 12 2019 09:50:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:50:23 GMT-0400 (Venezuela Time)","PCS744","","Tue Feb 12 2019 09:50:23 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:50:42 GMT-0400 (Venezuela Time)","PDK7477","","Tue Feb 12 2019 09:50:42 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:52:06 GMT-0400 (Venezuela Time)","PDL22","","Tue Feb 12 2019 09:52:06 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:53:08 GMT-0400 (Venezuela Time)","PDE1904","","Tue Feb 12 2019 09:53:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:53:30 GMT-0400 (Venezuela Time)","PDM4911","","Tue Feb 12 2019 09:53:30 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:54:08 GMT-0400 (Venezuela Time)","PCY7197","","Tue Feb 12 2019 09:54:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:54:32 GMT-0400 (Venezuela Time)","PBP4314","","Tue Feb 12 2019 09:54:32 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:54:52 GMT-0400 (Venezuela Time)","PCL8329","","Tue Feb 12 2019 09:54:52 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:58:27 GMT-0400 (Venezuela Time)","PBC789","","Tue Feb 12 2019 09:58:27 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 09:58:42 GMT-0400 (Venezuela Time)","PCA4595","","Tue Feb 12 2019 09:58:42 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:01:39 GMT-0400 (Venezuela Time)","PDT6907","","Tue Feb 12 2019 10:01:39 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:04:41 GMT-0400 (Venezuela Time)","TDJ2447","","Tue Feb 12 2019 10:04:41 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:06:19 GMT-0400 (Venezuela Time)","PDU972","","Tue Feb 12 2019 10:06:19 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:10:01 GMT-0400 (Venezuela Time)","TCL4762","","Tue Feb 12 2019 10:10:01 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:10:19 GMT-0400 (Venezuela Time)","PCY7945","","Tue Feb 12 2019 10:10:19 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:11:01 GMT-0400 (Venezuela Time)","PCS3923","","Tue Feb 12 2019 10:11:01 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:17:25 GMT-0400 (Venezuela Time)","PBS7884","","Tue Feb 12 2019 10:17:25 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:18:30 GMT-0400 (Venezuela Time)","PBY689","","Tue Feb 12 2019 10:18:30 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:19:30 GMT-0400 (Venezuela Time)","PBS1704","","Tue Feb 12 2019 10:19:30 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:20:18 GMT-0400 (Venezuela Time)","TCZ6118","","Tue Feb 12 2019 10:20:18 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:20:42 GMT-0400 (Venezuela Time)","TDC7060","","Tue Feb 12 2019 10:20:42 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:21:24 GMT-0400 (Venezuela Time)","PBW4444","","Tue Feb 12 2019 10:21:24 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:23:36 GMT-0400 (Venezuela Time)","PDN3960","","Tue Feb 12 2019 10:23:36 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:24:39 GMT-0400 (Venezuela Time)","PDB3458","","Tue Feb 12 2019 10:24:39 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:26:31 GMT-0400 (Venezuela Time)","PCY5568","","Tue Feb 12 2019 10:26:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:28:30 GMT-0400 (Venezuela Time)","TBG5182","","Tue Feb 12 2019 10:28:30 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:29:09 GMT-0400 (Venezuela Time)","PBC6917","","Tue Feb 12 2019 10:29:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:30:28 GMT-0400 (Venezuela Time)","PCK5328","","Tue Feb 12 2019 10:30:28 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:30:51 GMT-0400 (Venezuela Time)","PDP6368","","Tue Feb 12 2019 10:30:51 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:33:04 GMT-0400 (Venezuela Time)","HCJ5107","","Tue Feb 12 2019 10:33:04 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:34:20 GMT-0400 (Venezuela Time)","PBR5721","","Tue Feb 12 2019 10:34:20 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:34:44 GMT-0400 (Venezuela Time)","PDS4944","","Tue Feb 12 2019 10:34:44 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:37:45 GMT-0400 (Venezuela Time)","PBP2768","","Tue Feb 12 2019 10:37:45 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:38:25 GMT-0400 (Venezuela Time)","PDM5576","","Tue Feb 12 2019 10:38:25 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:39:56 GMT-0400 (Venezuela Time)","HCY7248","","Tue Feb 12 2019 10:39:56 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:40:53 GMT-0400 (Venezuela Time)","PCS4632","","Tue Feb 12 2019 10:40:53 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:43:15 GMT-0400 (Venezuela Time)","HBX9266","","Tue Feb 12 2019 10:43:15 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:43:35 GMT-0400 (Venezuela Time)","PDH3340","","Tue Feb 12 2019 10:43:35 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:44:25 GMT-0400 (Venezuela Time)","PDC3754","","Tue Feb 12 2019 10:44:25 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:44:50 GMT-0400 (Venezuela Time)","PAO9510","","Tue Feb 12 2019 10:44:50 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:47:19 GMT-0400 (Venezuela Time)","HDT5479","","Tue Feb 12 2019 10:47:19 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:48:49 GMT-0400 (Venezuela Time)","PCE5146","","Tue Feb 12 2019 10:48:49 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:50:33 GMT-0400 (Venezuela Time)","PBY8065","","Tue Feb 12 2019 10:50:33 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:51:31 GMT-0400 (Venezuela Time)","PBK3294","","Tue Feb 12 2019 10:51:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:51:47 GMT-0400 (Venezuela Time)","PCN1026","","Tue Feb 12 2019 10:51:47 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:52:14 GMT-0400 (Venezuela Time)","TDJ7806","","Tue Feb 12 2019 10:52:14 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 10:57:49 GMT-0400 (Venezuela Time)","PDG9666","","Tue Feb 12 2019 10:57:49 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:01:13 GMT-0400 (Venezuela Time)","PDB7952","","Tue Feb 12 2019 11:01:13 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:01:36 GMT-0400 (Venezuela Time)","PDJ7154","","Tue Feb 12 2019 11:01:36 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:01:51 GMT-0400 (Venezuela Time)","PBD9928","","Tue Feb 12 2019 11:01:51 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:07:21 GMT-0400 (Venezuela Time)","PBD5580","","Tue Feb 12 2019 11:07:21 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:14:09 GMT-0400 (Venezuela Time)","PCT1285","","Tue Feb 12 2019 11:14:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:17:43 GMT-0400 (Venezuela Time)","PBZ4924","","Tue Feb 12 2019 11:17:43 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:19:29 GMT-0400 (Venezuela Time)","PDR6784","","Tue Feb 12 2019 11:19:29 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:20:40 GMT-0400 (Venezuela Time)","PCF5693","","Tue Feb 12 2019 11:20:40 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:22:43 GMT-0400 (Venezuela Time)","PCK1253","","Tue Feb 12 2019 11:22:43 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:23:20 GMT-0400 (Venezuela Time)","PCD6554","","Tue Feb 12 2019 11:23:20 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:26:38 GMT-0400 (Venezuela Time)","HAY2802","","Tue Feb 12 2019 11:26:38 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:29:18 GMT-0400 (Venezuela Time)","PCW7384","","Tue Feb 12 2019 11:29:18 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:33:49 GMT-0400 (Venezuela Time)","PBZ9904","","Tue Feb 12 2019 11:33:49 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:34:09 GMT-0400 (Venezuela Time)","PDM1595","","Tue Feb 12 2019 11:34:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:35:36 GMT-0400 (Venezuela Time)","PDN2452","","Tue Feb 12 2019 11:35:36 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:36:14 GMT-0400 (Venezuela Time)","PDT7754","","Tue Feb 12 2019 11:36:14 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:37:29 GMT-0400 (Venezuela Time)","PDM2508","","Tue Feb 12 2019 11:37:29 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:38:10 GMT-0400 (Venezuela Time)","PBA9872","","Tue Feb 12 2019 11:38:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:38:33 GMT-0400 (Venezuela Time)","TDA4877","","Tue Feb 12 2019 11:38:33 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:38:46 GMT-0400 (Venezuela Time)","PCP442","","Tue Feb 12 2019 11:38:46 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:39:44 GMT-0400 (Venezuela Time)","PCJ5318","","Tue Feb 12 2019 11:39:44 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:43:25 GMT-0400 (Venezuela Time)","PCF538","","Tue Feb 12 2019 11:43:25 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:44:58 GMT-0400 (Venezuela Time)","PBK9496","","Tue Feb 12 2019 11:44:58 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:46:23 GMT-0400 (Venezuela Time)","PCX1261","","Tue Feb 12 2019 11:46:23 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:49:40 GMT-0400 (Venezuela Time)","PCN8895","","Tue Feb 12 2019 11:49:40 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:49:59 GMT-0400 (Venezuela Time)","TDS4120","","Tue Feb 12 2019 11:49:59 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:53:21 GMT-0400 (Venezuela Time)","TBP5383","","Tue Feb 12 2019 11:53:21 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:53:46 GMT-0400 (Venezuela Time)","PDS6444","","Tue Feb 12 2019 11:53:46 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:55:05 GMT-0400 (Venezuela Time)","PBN6684","","Tue Feb 12 2019 11:55:05 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:55:26 GMT-0400 (Venezuela Time)","PBP535","","Tue Feb 12 2019 11:55:26 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 11:58:10 GMT-0400 (Venezuela Time)","TDN3218","","Tue Feb 12 2019 11:58:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:01:11 GMT-0400 (Venezuela Time)","PDL2870","","Tue Feb 12 2019 12:01:11 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:01:29 GMT-0400 (Venezuela Time)","PDL2870","","Tue Feb 12 2019 12:01:29 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:03:16 GMT-0400 (Venezuela Time)","PBS7884","","Tue Feb 12 2019 12:03:16 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:09:09 GMT-0400 (Venezuela Time)","TDN5956","","Tue Feb 12 2019 12:09:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:11:04 GMT-0400 (Venezuela Time)","PDH4503","","Tue Feb 12 2019 12:11:04 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:15:13 GMT-0400 (Venezuela Time)","PCX1204","","Tue Feb 12 2019 12:15:13 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:16:17 GMT-0400 (Venezuela Time)","PBX7106","","Tue Feb 12 2019 12:16:17 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:16:40 GMT-0400 (Venezuela Time)","HDJ9833","","Tue Feb 12 2019 12:16:40 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:20:37 GMT-0400 (Venezuela Time)","PCC3746","","Tue Feb 12 2019 12:20:37 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:26:20 GMT-0400 (Venezuela Time)","PBX3648","","Tue Feb 12 2019 12:26:20 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:26:38 GMT-0400 (Venezuela Time)","PBW759","","Tue Feb 12 2019 12:26:38 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:26:59 GMT-0400 (Venezuela Time)","TCH8427","","Tue Feb 12 2019 12:26:59 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:29:09 GMT-0400 (Venezuela Time)","HDP4091","","Tue Feb 12 2019 12:29:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:29:34 GMT-0400 (Venezuela Time)","TDH1839","","Tue Feb 12 2019 12:29:34 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:33:44 GMT-0400 (Venezuela Time)","TBS6156","","Tue Feb 12 2019 12:33:44 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:36:06 GMT-0400 (Venezuela Time)","PDC8112","","Tue Feb 12 2019 12:36:06 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:37:31 GMT-0400 (Venezuela Time)","TBP1013","","Tue Feb 12 2019 12:37:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:40:13 GMT-0400 (Venezuela Time)","TDB9438","","Tue Feb 12 2019 12:40:13 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:42:08 GMT-0400 (Venezuela Time)","PDT2226","","Tue Feb 12 2019 12:42:08 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:42:55 GMT-0400 (Venezuela Time)","PDS7882","","Tue Feb 12 2019 12:42:55 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:48:07 GMT-0400 (Venezuela Time)","PCD3181","","Tue Feb 12 2019 12:48:07 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:54:06 GMT-0400 (Venezuela Time)","PCF3670","","Tue Feb 12 2019 12:54:06 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:58:45 GMT-0400 (Venezuela Time)","PCW2764","","Tue Feb 12 2019 12:58:45 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 12:59:10 GMT-0400 (Venezuela Time)","PCJ4722","","Tue Feb 12 2019 12:59:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:02:39 GMT-0400 (Venezuela Time)","PBZ3135","","Tue Feb 12 2019 13:02:39 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:05:09 GMT-0400 (Venezuela Time)","PAZ8471","","Tue Feb 12 2019 13:05:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:06:00 GMT-0400 (Venezuela Time)","PBB6392","","Tue Feb 12 2019 13:06:00 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:06:24 GMT-0400 (Venezuela Time)","PAZ1014","","Tue Feb 12 2019 13:06:24 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:07:26 GMT-0400 (Venezuela Time)","PAR2613","","Tue Feb 12 2019 13:07:26 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:09:16 GMT-0400 (Venezuela Time)","PCJ562","","Tue Feb 12 2019 13:09:16 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:13:35 GMT-0400 (Venezuela Time)","PDL2877","","Tue Feb 12 2019 13:13:35 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:14:22 GMT-0400 (Venezuela Time)","TDD6385","","Tue Feb 12 2019 13:14:22 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:14:54 GMT-0400 (Venezuela Time)","PDJ3444","","Tue Feb 12 2019 13:14:54 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:19:52 GMT-0400 (Venezuela Time)","PDA5701","","Tue Feb 12 2019 13:19:52 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:20:11 GMT-0400 (Venezuela Time)","PDG992","","Tue Feb 12 2019 13:20:11 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:20:53 GMT-0400 (Venezuela Time)","PBD3742","","Tue Feb 12 2019 13:20:53 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:21:24 GMT-0400 (Venezuela Time)","TDD8091","","Tue Feb 12 2019 13:21:24 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:22:34 GMT-0400 (Venezuela Time)","PCY9765","","Tue Feb 12 2019 13:22:34 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:24:52 GMT-0400 (Venezuela Time)","PCF4354","","Tue Feb 12 2019 13:24:52 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:25:09 GMT-0400 (Venezuela Time)","PDJ6034","","Tue Feb 12 2019 13:25:09 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:25:34 GMT-0400 (Venezuela Time)","PCR6182","","Tue Feb 12 2019 13:25:34 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:27:42 GMT-0400 (Venezuela Time)","PDJ2281","","Tue Feb 12 2019 13:27:42 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:29:52 GMT-0400 (Venezuela Time)","PCM2138","","Tue Feb 12 2019 13:29:52 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:35:27 GMT-0400 (Venezuela Time)","TCT1364","","Tue Feb 12 2019 13:35:27 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:38:39 GMT-0400 (Venezuela Time)","PCY5338","","Tue Feb 12 2019 13:38:39 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:40:57 GMT-0400 (Venezuela Time)","PCM55","","Tue Feb 12 2019 13:40:57 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:46:10 GMT-0400 (Venezuela Time)","PDM9008","","Tue Feb 12 2019 13:46:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:50:45 GMT-0400 (Venezuela Time)","TBN7702","","Tue Feb 12 2019 13:50:45 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:52:10 GMT-0400 (Venezuela Time)","PDC8818","","Tue Feb 12 2019 13:52:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:55:00 GMT-0400 (Venezuela Time)","PCL4729","","Tue Feb 12 2019 13:55:00 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:56:28 GMT-0400 (Venezuela Time)","TDA375","","Tue Feb 12 2019 13:56:28 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:58:10 GMT-0400 (Venezuela Time)","PBP9262","","Tue Feb 12 2019 13:58:10 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 13:58:31 GMT-0400 (Venezuela Time)","PCE5146","","Tue Feb 12 2019 13:58:31 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 14:00:04 GMT-0400 (Venezuela Time)","PDP7042","","Tue Feb 12 2019 14:00:04 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 14:01:32 GMT-0400 (Venezuela Time)","PCW37","","Tue Feb 12 2019 14:01:32 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 14:04:17 GMT-0400 (Venezuela Time)","TDJ9208","","Tue Feb 12 2019 14:04:17 GMT-0400 (Venezuela Time)","","",""
"Tue Feb 12 2019 14:07:22 GMT-0400 (Venezuela Time)","PCS8588","","Tue Feb 12 2019 14:07:22 GMT-0400 (Venezuela Time)","","",""
